"","activity","gender","year","age_group","amount"
"3636","eating disorder team","Female",2006,"85+",0
"3637","needs assessment and service coordination team","Male",2006,"0–4",4
"3638","needs assessment and service coordination team","Male",2006,"5–9",50
"3639","needs assessment and service coordination team","Male",2006,"10–14",107
"3640","needs assessment and service coordination team","Male",2006,"15–19",77
"3641","needs assessment and service coordination team","Male",2006,"20–24",106
"3642","needs assessment and service coordination team","Male",2006,"25–29",133
"3643","needs assessment and service coordination team","Male",2006,"30–34",140
"3644","needs assessment and service coordination team","Male",2006,"35–39",127
"3645","needs assessment and service coordination team","Male",2006,"40–44",134
"3646","needs assessment and service coordination team","Male",2006,"45–49",115
"3647","needs assessment and service coordination team","Male",2006,"50–54",99
"3648","needs assessment and service coordination team","Male",2006,"55–59",75
"3649","needs assessment and service coordination team","Male",2006,"60–64",47
"3650","needs assessment and service coordination team","Male",2006,"65–69",31
"3651","needs assessment and service coordination team","Male",2006,"70–74",25
"3652","needs assessment and service coordination team","Male",2006,"75–79",16
"3653","needs assessment and service coordination team","Male",2006,"80–84",9
"3654","needs assessment and service coordination team","Male",2006,"85+",8
"3655","needs assessment and service coordination team","Female",2006,"0–4",5
"3656","needs assessment and service coordination team","Female",2006,"5–9",22
"3657","needs assessment and service coordination team","Female",2006,"10–14",36
"3658","needs assessment and service coordination team","Female",2006,"15–19",74
"3659","needs assessment and service coordination team","Female",2006,"20–24",69
"3660","needs assessment and service coordination team","Female",2006,"25–29",91
"3661","needs assessment and service coordination team","Female",2006,"30–34",161
"3662","needs assessment and service coordination team","Female",2006,"35–39",186
"3663","needs assessment and service coordination team","Female",2006,"40–44",173
"3664","needs assessment and service coordination team","Female",2006,"45–49",147
"3665","needs assessment and service coordination team","Female",2006,"50–54",103
"3666","needs assessment and service coordination team","Female",2006,"55–59",101
"3667","needs assessment and service coordination team","Female",2006,"60–64",73
"3668","needs assessment and service coordination team","Female",2006,"65–69",69
"3669","needs assessment and service coordination team","Female",2006,"70–74",36
"3670","needs assessment and service coordination team","Female",2006,"75–79",23
"3671","needs assessment and service coordination team","Female",2006,"80–84",25
"3672","needs assessment and service coordination team","Female",2006,"85+",19
"3673","specialist psychotherapy team","Male",2006,"0–4",0
"3674","specialist psychotherapy team","Male",2006,"5–9",6
"3675","specialist psychotherapy team","Male",2006,"10–14",1
"3676","specialist psychotherapy team","Male",2006,"15–19",7
"3677","specialist psychotherapy team","Male",2006,"20–24",12
"3678","specialist psychotherapy team","Male",2006,"25–29",6
"3679","specialist psychotherapy team","Male",2006,"30–34",8
"3680","specialist psychotherapy team","Male",2006,"35–39",20
"3681","specialist psychotherapy team","Male",2006,"40–44",12
"3682","specialist psychotherapy team","Male",2006,"45–49",11
"3683","specialist psychotherapy team","Male",2006,"50–54",9
"3684","specialist psychotherapy team","Male",2006,"55–59",7
"3685","specialist psychotherapy team","Male",2006,"60–64",5
"3686","specialist psychotherapy team","Male",2006,"65–69",1
"3687","specialist psychotherapy team","Male",2006,"70–74",0
"3688","specialist psychotherapy team","Male",2006,"75–79",0
"3689","specialist psychotherapy team","Male",2006,"80–84",0
"3690","specialist psychotherapy team","Male",2006,"85+",0
"3691","specialist psychotherapy team","Female",2006,"0–4",0
"3692","specialist psychotherapy team","Female",2006,"5–9",2
"3693","specialist psychotherapy team","Female",2006,"10–14",0
"3694","specialist psychotherapy team","Female",2006,"15–19",8
"3695","specialist psychotherapy team","Female",2006,"20–24",23
"3696","specialist psychotherapy team","Female",2006,"25–29",29
"3697","specialist psychotherapy team","Female",2006,"30–34",28
"3698","specialist psychotherapy team","Female",2006,"35–39",36
"3699","specialist psychotherapy team","Female",2006,"40–44",40
"3700","specialist psychotherapy team","Female",2006,"45–49",26
"3701","specialist psychotherapy team","Female",2006,"50–54",14
"3702","specialist psychotherapy team","Female",2006,"55–59",5
"3703","specialist psychotherapy team","Female",2006,"60–64",9
"3704","specialist psychotherapy team","Female",2006,"65–69",0
"3705","specialist psychotherapy team","Female",2006,"70–74",0
"3706","specialist psychotherapy team","Female",2006,"75–79",0
"3707","specialist psychotherapy team","Female",2006,"80–84",0
"3708","specialist psychotherapy team","Female",2006,"85+",0
"3709","child and youth alcohol and drug services","Male",2006,"0–4",0
"3710","child and youth alcohol and drug services","Male",2006,"5–9",3
"3711","child and youth alcohol and drug services","Male",2006,"10–14",50
"3712","child and youth alcohol and drug services","Male",2006,"15–19",88
"3713","child and youth alcohol and drug services","Male",2006,"20–24",12
"3714","child and youth alcohol and drug services","Male",2006,"25–29",5
"3715","child and youth alcohol and drug services","Male",2006,"30–34",0
"3716","child and youth alcohol and drug services","Male",2006,"35–39",0
"3717","child and youth alcohol and drug services","Male",2006,"40–44",0
"3718","child and youth alcohol and drug services","Male",2006,"45–49",0
"3719","child and youth alcohol and drug services","Male",2006,"50–54",0
"3720","child and youth alcohol and drug services","Male",2006,"55–59",0
"3721","child and youth alcohol and drug services","Male",2006,"60–64",0
"3722","child and youth alcohol and drug services","Male",2006,"65–69",0
"3723","child and youth alcohol and drug services","Male",2006,"70–74",0
"3724","child and youth alcohol and drug services","Male",2006,"75–79",0
"3725","child and youth alcohol and drug services","Male",2006,"80–84",0
"3726","child and youth alcohol and drug services","Male",2006,"85+",0
"3727","child and youth alcohol and drug services","Female",2006,"0–4",1
"3728","child and youth alcohol and drug services","Female",2006,"5–9",3
"3729","child and youth alcohol and drug services","Female",2006,"10–14",41
"3730","child and youth alcohol and drug services","Female",2006,"15–19",79
"3731","child and youth alcohol and drug services","Female",2006,"20–24",10
"3732","child and youth alcohol and drug services","Female",2006,"25–29",0
"3733","child and youth alcohol and drug services","Female",2006,"30–34",0
"3734","child and youth alcohol and drug services","Female",2006,"35–39",0
"3735","child and youth alcohol and drug services","Female",2006,"40–44",0
"3736","child and youth alcohol and drug services","Female",2006,"45–49",0
"3737","child and youth alcohol and drug services","Female",2006,"50–54",0
"3738","child and youth alcohol and drug services","Female",2006,"55–59",0
"3739","child and youth alcohol and drug services","Female",2006,"60–64",0
"3740","child and youth alcohol and drug services","Female",2006,"65–69",0
"3741","child and youth alcohol and drug services","Female",2006,"70–74",0
"3742","child and youth alcohol and drug services","Female",2006,"75–79",0
"3743","child and youth alcohol and drug services","Female",2006,"80–84",0
"3744","child and youth alcohol and drug services","Female",2006,"85+",0
"3745","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"0–4",0
"3746","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"5–9",4
"3747","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"10–14",18
"3748","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"15–19",13
"3749","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"20–24",0
"3750","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"25–29",0
"3751","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"30–34",0
"3752","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"35–39",0
"3753","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"40–44",0
"3754","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"45–49",0
"3755","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"50–54",0
"3756","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"55–59",0
"3757","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"60–64",0
"3758","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"65–69",0
"3759","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"70–74",0
"3760","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"75–79",0
"3761","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"80–84",0
"3762","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2006,"85+",0
"3763","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"0–4",0
"3764","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"5–9",5
"3765","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"10–14",13
"3766","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"15–19",11
"3767","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"20–24",0
"3768","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"25–29",0
"3769","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"30–34",0
"3770","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"35–39",0
"3771","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"40–44",0
"3772","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"45–49",0
"3773","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"50–54",0
"3774","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"55–59",0
"3775","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"60–64",0
"3776","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"65–69",0
"3777","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"70–74",0
"3778","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"75–79",0
"3779","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"80–84",0
"3780","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2006,"85+",0
"3781","other","Male",2006,"0–4",1
"3782","other","Male",2006,"5–9",2
"3783","other","Male",2006,"10–14",6
"3784","other","Male",2006,"15–19",20
"3785","other","Male",2006,"20–24",24
"3786","other","Male",2006,"25–29",23
"3787","other","Male",2006,"30–34",35
"3788","other","Male",2006,"35–39",24
"3789","other","Male",2006,"40–44",32
"3790","other","Male",2006,"45–49",30
"3791","other","Male",2006,"50–54",34
"3792","other","Male",2006,"55–59",30
"3793","other","Male",2006,"60–64",29
"3794","other","Male",2006,"65–69",29
